project_id,sector,state,original_cost,revised_cost,planned_duration_months,project_age_months,physical_progress,financial_progress,milestones_total,milestones_delayed,land_acquisition_pending,clearance_pending,funding_issue,contractor_issue,previous_schedule_deviation,is_delayed
PAI-00239,Industrial Corridors,Gujarat,130.7,138.1,38,51,93.4,100.0,10,0,1,0,0,0,3.4,1
PAI-00240,Urban Transit,Haryana,265.0,274.4,50,82,100.0,100.0,10,0,0,0,1,0,0.2,0
PAI-00241,Airports,Kerala,235.7,247.0,28,33,100.0,100.0,6,1,0,0,0,0,-0.5,0
PAI-00242,Railways,Andhra Pradesh,298.2,312.5,37,6,14.6,11.2,14,0,0,0,0,1,0.2,0
PAI-00243,Water & Sanitation,Kerala,104.4,115.7,36,8,25.9,23.2,12,1,1,0,0,0,4.4,0
PAI-00244,Industrial Corridors,Rajasthan,293.7,316.9,40,80,89.7,77.2,13,1,0,1,0,0,1.3,1
PAI-00245,Airports,Karnataka,167.8,170.9,61,38,62.0,50.5,17,1,0,0,0,0,6.4,0
PAI-00246,Roads,Odisha,644.0,753.4,68,84,100.0,100.0,20,2,0,1,1,0,15.1,1
PAI-00247,Railways,Maharashtra,415.6,445.1,64,38,53.8,53.1,14,1,1,0,0,0,4.6,1
PAI-00248,Urban Transit,Jharkhand,184.8,189.9,18,11,70.5,74.9,8,0,0,1,0,0,-3.1,0
PAI-00249,Urban Transit,Jharkhand,151.8,157.2,52,71,91.8,93.3,13,0,0,0,0,0,-0.3,1
PAI-00250,Water & Sanitation,Kerala,400.8,412.8,43,10,27.2,33.2,8,2,0,0,0,0,6.5,0
PAI-00251,Industrial Corridors,Haryana,322.5,357.2,51,44,80.7,82.8,11,1,1,0,0,1,7.5,0
PAI-00252,Industrial Corridors,Karnataka,573.5,612.1,12,46,93.2,96.6,4,1,0,0,1,0,2.2,0
PAI-00253,Industrial Corridors,Maharashtra,186.7,202.4,42,48,84.8,81.6,12,4,0,0,0,0,15.0,1
PAI-00254,Roads,Jharkhand,330.0,334.4,48,12,28.3,42.6,12,1,0,0,0,0,1.3,0
PAI-00255,Railways,Maharashtra,267.8,281.0,43,55,100.0,100.0,9,1,0,0,1,0,5.8,1
PAI-00256,Ports,Telangana,199.4,219.7,41,69,98.1,100.0,12,2,1,0,0,0,4.9,0
PAI-00257,Urban Transit,Karnataka,163.7,163.7,22,39,95.9,95.4,10,0,0,0,0,0,2.6,1
PAI-00258,Urban Transit,Gujarat,431.8,443.2,20,60,91.4,96.7,4,1,0,0,0,0,-1.5,0
PAI-00259,Power,Kerala,475.5,495.6,43,24,65.6,46.9,12,1,0,0,0,0,-5.4,0
PAI-00260,Water & Sanitation,Odisha,253.1,280.0,35,27,70.9,62.7,9,3,0,1,0,0,4.6,0
PAI-00261,Railways,Uttar Pradesh,203.3,207.5,59,19,40.4,33.8,16,1,0,0,0,0,6.1,0
PAI-00262,Industrial Corridors,Bihar,69.3,70.9,59,53,74.7,80.1,16,0,0,0,0,0,-4.1,0
PAI-00263,Power,Andhra Pradesh,65.9,67.6,13,58,100.0,94.6,4,0,0,0,0,0,2.3,0
PAI-00264,Industrial Corridors,Maharashtra,273.7,281.4,30,27,87.3,92.7,10,1,0,0,0,0,5.6,0
PAI-00265,Urban Transit,Karnataka,369.5,426.4,63,82,96.9,98.5,17,3,0,0,0,1,11.3,1
PAI-00266,Roads,Kerala,45.0,45.0,47,64,100.0,100.0,11,0,1,0,0,0,-4.0,0
PAI-00267,Railways,Uttar Pradesh,324.0,353.1,59,79,92.9,94.8,12,1,1,1,0,0,3.2,0
PAI-00268,Airports,Madhya Pradesh,266.7,277.7,57,41,67.3,55.4,15,1,0,0,0,0,10.4,0
PAI-00269,Roads,Odisha,196.5,208.2,31,65,100.0,100.0,7,0,1,1,0,0,6.1,1
PAI-00270,Urban Transit,Telangana,323.3,335.5,21,82,89.0,95.0,6,1,0,0,0,0,-1.2,1
PAI-00271,Railways,Madhya Pradesh,213.6,223.3,42,34,85.4,95.6,12,2,0,0,0,0,5.7,0
PAI-00272,Water & Sanitation,Haryana,172.0,179.6,63,16,28.7,37.8,17,0,1,0,0,0,0.3,0
PAI-00273,Roads,Andhra Pradesh,725.6,803.7,65,83,100.0,90.0,17,0,1,0,0,1,10.4,1
PAI-00274,Urban Transit,Maharashtra,28.5,28.7,64,61,97.0,87.3,17,1,0,0,0,0,6.4,0
PAI-00275,Urban Transit,Jharkhand,280.3,293.1,14,83,100.0,95.4,4,1,0,0,0,0,1.0,0
PAI-00276,Water & Sanitation,Maharashtra,410.9,433.1,69,65,97.0,97.0,16,1,0,0,0,0,-2.6,0
PAI-00277,Water & Sanitation,Maharashtra,161.8,163.1,26,17,63.0,70.5,7,0,0,0,0,0,0.7,0
PAI-00278,Roads,Rajasthan,652.9,711.1,35,56,100.0,90.5,9,1,0,0,1,1,0.5,1
PAI-00279,Power,Odisha,425.2,432.8,33,17,39.3,38.3,5,0,0,0,0,0,-2.3,0
PAI-00280,Airports,Gujarat,160.9,168.5,52,42,93.7,96.6,13,1,0,1,0,0,3.3,1
PAI-00281,Power,West Bengal,156.2,178.4,59,21,45.7,38.2,14,5,0,0,0,0,14.8,1
PAI-00282,Roads,Telangana,787.2,792.7,51,49,87.1,93.5,12,0,0,0,0,0,-0.0,0
PAI-00283,Urban Transit,Telangana,531.6,565.9,29,24,79.2,67.5,5,1,0,1,0,0,-1.0,1
PAI-00284,Industrial Corridors,Andhra Pradesh,102.0,116.9,72,46,57.9,72.4,19,2,1,0,0,1,10.3,1
PAI-00285,Roads,Tamil Nadu,346.0,355.5,67,10,15.8,15.1,17,0,1,0,0,0,-0.7,0
PAI-00286,Airports,Gujarat,211.5,216.8,43,31,66.9,76.4,14,1,0,0,0,0,-5.4,0
PAI-00287,Railways,Karnataka,167.5,176.2,40,73,90.9,96.8,4,0,0,0,0,0,1.1,1
PAI-00288,Railways,Maharashtra,283.6,311.5,46,65,100.0,94.5,13,1,0,1,0,1,5.7,1
PAI-00289,Industrial Corridors,Gujarat,386.5,413.7,51,66,100.0,96.7,14,1,1,0,0,0,4.5,1
PAI-00290,Roads,Karnataka,822.9,859.3,42,50,100.0,94.8,7,1,0,0,0,0,1.6,0
PAI-00291,Ports,Odisha,984.0,997.8,57,8,12.6,20.6,15,0,0,1,0,0,2.4,0
PAI-00292,Power,Odisha,1277.4,1325.7,68,67,100.0,99.5,17,0,0,0,0,0,3.1,0
PAI-00293,Urban Transit,Kerala,243.4,247.2,34,7,14.9,7.4,8,1,0,0,0,0,-0.9,1
PAI-00294,Water & Sanitation,West Bengal,515.3,551.5,84,26,13.0,0.0,22,2,0,0,0,1,-6.7,0
PAI-00295,Power,Kerala,333.9,350.9,55,70,95.4,92.8,15,0,0,0,0,0,8.0,0
PAI-00296,Water & Sanitation,Telangana,261.4,269.2,45,35,66.2,73.0,15,3,0,0,0,0,7.4,1
PAI-00297,Water & Sanitation,Jharkhand,228.5,247.6,31,23,75.8,82.8,5,1,0,0,1,0,1.0,1
PAI-00298,Urban Transit,Madhya Pradesh,52.7,54.8,55,75,100.0,90.1,14,1,0,0,1,0,2.0,0
PAI-00299,Roads,Bihar,1442.2,1544.0,30,83,82.2,87.2,5,0,1,0,0,0,-0.5,1
PAI-00300,Ports,Bihar,118.1,121.3,72,66,97.6,100.0,20,0,1,0,0,0,-4.6,0
PAI-00301,Urban Transit,West Bengal,481.5,482.9,53,42,66.5,63.5,16,0,0,0,0,0,-7.8,0
PAI-00302,Industrial Corridors,West Bengal,60.6,65.2,12,80,96.2,93.5,4,1,1,0,0,0,3.9,1
PAI-00303,Urban Transit,Karnataka,502.6,516.4,50,38,85.2,86.4,13,2,0,0,0,0,4.3,0
PAI-00304,Industrial Corridors,West Bengal,487.2,495.9,50,72,95.2,88.1,13,0,0,0,0,0,4.6,0
PAI-00305,Industrial Corridors,West Bengal,289.5,290.6,30,10,28.5,24.9,8,1,0,0,0,0,-3.1,0
PAI-00306,Roads,Rajasthan,260.0,282.2,25,58,98.5,100.0,9,1,1,0,0,1,7.6,1
PAI-00307,Water & Sanitation,Jharkhand,487.5,504.6,63,9,18.7,19.4,18,1,0,0,0,0,4.5,0
PAI-00308,Railways,Jharkhand,336.4,337.2,31,53,100.0,100.0,11,0,1,0,0,0,-5.9,1
PAI-00309,Industrial Corridors,Rajasthan,68.0,81.4,31,68,100.0,81.2,9,1,1,0,1,1,-2.1,1
PAI-00310,Urban Transit,Bihar,109.3,115.5,44,50,82.8,88.0,10,2,0,0,1,0,0.9,0
PAI-00311,Water & Sanitation,Haryana,777.6,821.6,56,53,100.0,93.3,14,0,1,0,0,0,-1.3,1
PAI-00312,Urban Transit,Jharkhand,895.3,919.6,55,30,50.3,47.2,14,0,0,0,0,0,2.9,0
PAI-00313,Roads,Gujarat,286.4,335.0,54,8,9.2,4.3,14,2,1,0,0,1,11.2,1
PAI-00314,Industrial Corridors,Andhra Pradesh,243.6,265.5,23,36,97.5,83.0,4,1,1,0,0,0,3.7,0
PAI-00315,Roads,Andhra Pradesh,336.1,343.2,41,28,72.2,82.4,10,0,0,0,0,0,-6.0,0
PAI-00316,Water & Sanitation,Karnataka,262.2,263.4,57,32,61.6,63.7,13,0,0,0,0,0,-3.3,0
PAI-00317,Railways,Uttar Pradesh,427.7,441.0,44,50,100.0,100.0,13,1,0,0,0,0,1.6,0
PAI-00318,Urban Transit,Tamil Nadu,154.6,160.2,46,79,100.0,100.0,17,0,1,0,0,0,6.2,0
PAI-00319,Roads,Madhya Pradesh,344.3,383.8,69,22,42.0,45.5,18,1,1,0,1,0,-4.3,1
PAI-00320,Power,Bihar,185.2,190.8,34,15,38.9,32.8,6,1,0,0,0,0,5.4,0
PAI-00321,Airports,Karnataka,291.0,323.4,37,21,48.1,54.1,12,1,0,1,1,0,2.9,1
PAI-00322,Railways,Kerala,207.4,228.9,43,44,94.4,76.6,13,0,1,0,1,0,-8.6,1
PAI-00323,Railways,Tamil Nadu,1166.9,1224.2,41,14,39.6,32.9,14,1,0,0,1,0,-4.8,1
PAI-00324,Railways,Andhra Pradesh,289.7,322.8,37,20,66.6,66.7,10,3,1,0,0,0,3.4,1
PAI-00325,Railways,Telangana,182.4,194.4,38,12,39.2,25.7,5,1,1,0,0,0,5.4,0
PAI-00326,Industrial Corridors,Uttar Pradesh,114.8,121.8,12,23,83.1,91.2,4,0,1,1,0,0,-4.6,1
PAI-00327,Roads,Tamil Nadu,191.6,198.1,29,23,82.8,93.0,5,1,0,0,0,0,-3.2,0
PAI-00328,Industrial Corridors,Karnataka,274.7,282.2,17,29,98.8,100.0,6,2,0,1,0,0,-1.1,0
PAI-00329,Water & Sanitation,Bihar,1437.0,1531.8,47,52,100.0,96.2,13,1,1,0,0,0,3.9,1
PAI-00330,Roads,Madhya Pradesh,325.9,335.4,26,19,77.7,97.5,6,1,0,0,0,1,3.6,0
PAI-00331,Industrial Corridors,Rajasthan,104.6,115.1,38,16,54.9,63.5,7,5,0,0,0,0,11.9,0
PAI-00332,Railways,Jharkhand,534.2,636.9,35,75,100.0,81.4,10,1,1,1,1,1,5.9,1
PAI-00333,Power,Maharashtra,198.6,209.7,50,28,46.0,50.7,13,0,0,0,0,0,-2.4,0
PAI-00334,Roads,Maharashtra,163.5,170.6,39,24,64.8,68.2,9,0,0,0,0,0,-6.4,0
PAI-00335,Urban Transit,Rajasthan,36.5,38.2,57,24,42.4,40.1,20,0,0,0,1,0,-3.9,0
PAI-00336,Railways,West Bengal,28.0,31.1,61,84,90.3,98.9,14,1,1,1,0,0,4.4,0
PAI-00337,Roads,West Bengal,411.6,426.7,39,66,77.2,76.5,10,0,1,0,0,0,5.5,0
PAI-00338,Railways,Uttar Pradesh,103.5,107.9,20,66,97.1,100.0,7,0,1,0,0,0,3.2,1
PAI-00339,Power,Telangana,471.8,513.8,48,79,100.0,93.1,12,3,0,0,0,0,9.9,1
PAI-00340,Urban Transit,Telangana,131.1,136.6,50,76,100.0,95.5,11,1,0,0,0,0,8.1,0
PAI-00341,Urban Transit,Kerala,91.4,93.2,37,50,99.1,100.0,7,0,0,0,0,0,-2.3,0
PAI-00342,Power,Odisha,155.3,163.0,55,50,94.8,92.2,13,1,0,0,0,0,-2.7,0
PAI-00343,Roads,Andhra Pradesh,1428.1,1433.9,31,24,79.8,67.9,10,0,0,1,0,0,-6.5,0
PAI-00344,Power,Madhya Pradesh,1692.2,1754.5,55,15,19.5,22.8,13,1,0,0,0,1,6.1,0
PAI-00345,Airports,Rajasthan,290.1,292.5,35,79,87.0,71.8,9,0,0,0,0,0,5.2,0
PAI-00346,Ports,Madhya Pradesh,302.1,306.7,43,37,80.8,74.0,11,0,0,0,0,0,-9.3,0
PAI-00347,Roads,Telangana,299.4,308.7,44,55,100.0,92.3,13,0,1,0,0,0,0.9,1
PAI-00348,Roads,Telangana,430.4,436.7,48,33,64.5,64.2,15,0,0,0,0,0,-1.9,0
PAI-00349,Roads,West Bengal,160.9,168.0,52,71,91.3,100.0,10,0,1,0,0,1,-1.2,0
PAI-00350,Power,West Bengal,94.6,101.3,32,47,98.8,80.1,8,0,1,0,0,0,-4.3,1
PAI-00351,Industrial Corridors,West Bengal,840.0,941.6,23,69,100.0,100.0,8,1,1,0,0,1,7.3,1
PAI-00352,Water & Sanitation,Uttar Pradesh,287.6,331.4,25,31,93.4,95.9,8,1,0,0,1,1,5.8,0
PAI-00353,Urban Transit,West Bengal,714.9,758.0,44,83,84.4,67.0,12,2,0,0,0,0,9.5,0
PAI-00354,Railways,Tamil Nadu,81.0,83.1,39,10,17.9,11.9,10,2,0,0,0,0,4.5,0
PAI-00355,Power,Telangana,120.9,123.6,64,11,8.0,8.3,16,0,0,0,0,0,-8.6,1
PAI-00356,Roads,Tamil Nadu,49.7,58.4,27,73,100.0,83.1,10,1,1,0,1,0,6.4,1
PAI-00357,Roads,Telangana,978.8,1005.4,45,36,67.1,67.2,19,0,1,0,0,0,-1.4,1
PAI-00358,Water & Sanitation,Karnataka,1810.6,1964.6,45,47,88.9,85.7,14,1,0,1,0,0,4.6,1
PAI-00359,Power,Bihar,28.5,30.2,34,49,91.8,82.8,6,0,0,0,0,1,2.2,1
PAI-00360,Airports,Bihar,73.3,75.0,15,9,59.8,54.8,4,1,0,0,0,0,-0.5,0
PAI-00361,Water & Sanitation,Odisha,256.2,278.5,59,70,100.0,100.0,13,2,1,0,0,0,4.2,1
PAI-00362,Roads,Madhya Pradesh,131.3,157.2,30,75,100.0,100.0,9,3,1,1,1,0,12.0,1
PAI-00363,Roads,Jharkhand,120.9,128.9,42,61,81.5,74.5,11,0,1,0,0,1,-6.9,0
PAI-00364,Airports,Haryana,1173.1,1217.9,58,32,50.6,46.5,15,1,0,0,0,0,5.5,1
PAI-00365,Urban Transit,Karnataka,282.0,290.7,37,19,52.1,61.9,8,0,0,0,0,0,-0.0,0
PAI-00366,Urban Transit,Karnataka,248.5,253.8,33,65,100.0,100.0,11,0,1,0,0,0,2.6,0
PAI-00367,Water & Sanitation,Odisha,299.4,311.3,51,62,100.0,91.9,12,0,0,0,0,1,-0.9,0
PAI-00368,Water & Sanitation,West Bengal,331.0,369.2,59,62,97.2,84.8,15,1,1,0,0,0,1.7,1
PAI-00369,Power,Haryana,175.5,181.9,52,67,100.0,100.0,16,1,0,1,1,0,3.4,0
PAI-00370,Ports,Maharashtra,132.0,149.8,40,81,100.0,95.5,9,2,1,0,0,1,9.0,1
PAI-00371,Ports,Telangana,879.6,998.3,60,56,87.7,67.6,13,1,1,0,1,0,0.9,1
PAI-00372,Railways,Odisha,493.5,534.0,12,72,100.0,100.0,4,2,0,0,0,1,9.4,0
PAI-00373,Power,Maharashtra,38.0,39.9,47,70,97.0,100.0,12,1,1,0,0,0,0.7,0
PAI-00374,Roads,Telangana,523.4,570.9,46,10,13.7,7.7,10,1,0,0,1,0,-0.3,1
PAI-00375,Water & Sanitation,Rajasthan,264.6,297.7,42,70,99.6,100.0,14,3,1,0,0,0,12.6,1
PAI-00376,Railways,Karnataka,1005.4,1168.4,53,44,84.5,80.1,13,2,1,0,0,1,17.4,1
PAI-00377,Power,Rajasthan,48.1,49.3,46,45,90.1,88.1,12,1,0,0,0,0,8.9,1
PAI-00378,Railways,Karnataka,25.0,26.2,32,48,90.3,95.0,11,0,1,0,0,0,3.6,1
PAI-00379,Airports,Uttar Pradesh,532.2,556.8,40,23,64.0,48.5,9,2,0,0,0,1,2.4,0
PAI-00380,Urban Transit,Tamil Nadu,103.4,107.8,45,26,67.0,64.3,11,3,0,0,0,0,4.3,0
PAI-00381,Roads,Kerala,90.8,94.2,35,62,100.0,100.0,8,2,0,0,0,0,-0.2,0
PAI-00382,Industrial Corridors,Bihar,148.0,163.0,46,71,92.9,85.3,11,2,0,0,1,0,5.3,1
PAI-00383,Railways,Uttar Pradesh,200.0,236.0,12,75,100.0,93.1,4,3,1,0,0,0,14.7,1
PAI-00384,Roads,Uttar Pradesh,196.3,202.9,64,66,96.1,100.0,20,2,0,1,0,0,0.8,0
PAI-00385,Urban Transit,Karnataka,749.8,771.3,31,75,87.6,88.2,12,2,0,0,0,0,14.6,0
PAI-00386,Urban Transit,Telangana,182.4,186.1,56,62,98.5,89.1,14,0,1,0,0,0,1.1,1
PAI-00387,Roads,Haryana,239.2,268.9,58,59,97.0,99.1,14,2,1,1,0,0,5.4,1
PAI-00388,Water & Sanitation,Madhya Pradesh,189.2,212.2,40,19,47.8,34.1,9,2,1,0,0,0,3.4,1
PAI-00389,Railways,Jharkhand,161.6,163.5,47,37,77.2,70.0,12,0,0,0,0,0,-0.1,0
PAI-00390,Roads,Haryana,258.2,283.3,51,26,57.8,69.5,11,0,0,1,1,0,3.7,0
PAI-00391,Industrial Corridors,Andhra Pradesh,108.5,114.0,29,58,100.0,100.0,10,3,0,0,0,0,5.7,0
PAI-00392,Railways,Karnataka,95.7,98.4,42,31,75.2,82.5,11,1,0,0,0,0,2.7,0
PAI-00393,Airports,Uttar Pradesh,95.1,106.8,66,19,33.2,16.9,19,0,1,0,1,0,-1.9,1
PAI-00394,Urban Transit,Bihar,137.3,157.8,60,51,100.0,99.9,14,1,1,0,1,0,4.7,1
PAI-00395,Railways,Madhya Pradesh,1328.6,1515.4,50,51,99.8,97.0,13,2,0,0,1,0,8.9,1
PAI-00396,Roads,Odisha,263.4,278.3,28,9,17.7,26.2,9,1,1,0,0,0,4.0,1
PAI-00397,Water & Sanitation,Tamil Nadu,65.3,67.3,20,57,100.0,95.6,4,1,0,0,0,0,7.4,0
PAI-00398,Roads,Karnataka,92.4,95.9,43,11,31.6,37.2,11,2,0,1,0,0,0.5,0
PAI-00399,Water & Sanitation,Gujarat,183.9,197.3,39,54,91.8,100.0,9,0,0,0,1,1,-2.8,0
PAI-00400,Power,Gujarat,279.9,286.0,51,69,100.0,95.7,9,1,0,1,0,0,3.4,0
PAI-00401,Roads,Kerala,370.0,434.4,36,37,92.8,98.5,8,2,1,0,1,1,2.5,0
PAI-00402,Power,West Bengal,147.8,149.3,53,83,100.0,100.0,15,2,0,0,0,0,6.9,0
PAI-00403,Airports,Odisha,216.1,230.4,38,18,51.2,54.8,7,1,0,0,0,0,-0.5,0
PAI-00404,Ports,Bihar,77.1,81.2,42,53,95.1,100.0,12,1,0,0,0,0,0.9,0
PAI-00405,Railways,Andhra Pradesh,76.5,79.2,39,45,93.6,86.9,10,0,0,1,0,0,-5.0,0
PAI-00406,Roads,Odisha,541.8,576.5,65,75,99.6,100.0,14,1,0,0,0,0,15.7,1
PAI-00407,Urban Transit,Uttar Pradesh,132.1,139.3,67,51,81.4,74.7,15,0,0,0,0,1,10.5,1
PAI-00408,Roads,Uttar Pradesh,128.9,137.7,49,80,93.4,100.0,12,0,1,0,0,0,-3.9,0
PAI-00409,Roads,Madhya Pradesh,854.3,958.6,35,70,97.9,95.4,11,0,1,1,0,0,6.4,0
PAI-00410,Water & Sanitation,Kerala,92.4,95.0,12,11,83.0,65.5,6,1,0,0,0,0,1.8,0
PAI-00411,Power,West Bengal,347.0,352.2,38,58,100.0,100.0,11,0,0,0,0,0,2.3,0
PAI-00412,Airports,Karnataka,695.1,803.4,36,77,93.2,82.2,8,1,0,0,1,1,0.2,0
PAI-00413,Roads,Maharashtra,471.4,492.6,42,79,100.0,100.0,14,0,0,0,0,1,1.3,0
PAI-00414,Industrial Corridors,Maharashtra,209.2,222.9,29,77,96.9,97.5,8,1,0,1,1,0,0.6,0
PAI-00415,Roads,Andhra Pradesh,208.2,213.9,46,16,39.8,41.7,13,1,0,0,0,0,3.3,1
PAI-00416,Ports,West Bengal,201.9,219.8,13,31,98.5,87.9,4,1,1,0,0,0,4.7,1
PAI-00417,Urban Transit,Jharkhand,1042.0,1081.9,24,53,92.4,92.4,9,0,0,0,0,1,3.1,0
PAI-00418,Industrial Corridors,Gujarat,227.1,233.9,33,42,100.0,100.0,9,0,0,0,0,0,-6.5,0
PAI-00419,Railways,Jharkhand,674.2,709.1,54,56,100.0,92.0,14,1,0,0,1,0,5.1,0
PAI-00420,Railways,Odisha,145.6,154.8,42,44,95.2,100.0,11,1,1,0,0,0,3.9,0
PAI-00421,Railways,Gujarat,36.8,42.2,32,65,96.6,100.0,8,2,1,0,1,0,4.2,1
PAI-00422,Industrial Corridors,Madhya Pradesh,191.3,206.2,52,47,80.2,79.0,12,1,0,0,1,1,-2.5,0
PAI-00423,Roads,Rajasthan,348.1,376.9,46,68,90.5,86.9,12,1,1,1,0,0,-1.2,1
PAI-00424,Ports,Karnataka,253.1,256.7,30,68,100.0,100.0,4,0,0,1,0,0,2.0,0
PAI-00425,Water & Sanitation,Jharkhand,330.1,362.9,75,65,100.0,83.8,17,1,1,0,0,0,1.1,1
PAI-00426,Urban Transit,Karnataka,307.0,310.3,28,10,28.9,19.7,4,1,0,0,0,0,1.5,0
PAI-00427,Railways,Telangana,132.8,142.2,32,67,86.6,79.3,6,0,0,0,0,1,7.8,0
PAI-00428,Industrial Corridors,Haryana,214.1,236.8,12,18,91.0,84.3,4,1,1,0,0,1,4.0,1
PAI-00429,Urban Transit,Haryana,339.4,375.0,27,82,87.4,72.1,7,2,1,0,0,0,9.4,1
PAI-00430,Water & Sanitation,Odisha,119.4,137.0,41,8,34.2,20.4,11,3,0,0,1,0,6.8,1
PAI-00431,Industrial Corridors,West Bengal,362.3,391.9,32,7,29.7,14.1,10,1,0,0,0,1,2.6,0
PAI-00432,Ports,Haryana,129.1,135.1,35,10,33.7,31.1,9,1,1,0,0,0,5.3,0
PAI-00433,Urban Transit,Jharkhand,38.3,40.5,38,79,91.3,94.3,7,1,0,0,0,0,4.8,1
PAI-00434,Urban Transit,Rajasthan,241.3,255.2,66,83,91.4,69.9,18,1,0,0,0,1,5.3,0
PAI-00435,Ports,Odisha,93.5,107.0,17,75,96.0,93.4,5,1,1,0,1,0,10.0,1
PAI-00436,Roads,Uttar Pradesh,423.6,439.1,70,41,64.7,67.2,17,1,0,0,0,0,-2.8,1
PAI-00437,Urban Transit,Gujarat,250.1,278.5,34,69,93.7,92.3,9,1,0,1,1,0,8.4,1
PAI-00438,Power,Odisha,1007.3,1026.0,32,41,97.1,89.7,4,0,0,0,0,0,-6.3,0
PAI-00439,Power,Uttar Pradesh,195.3,196.2,38,31,92.8,89.2,7,2,0,0,0,0,-2.5,0
PAI-00440,Urban Transit,Rajasthan,305.1,316.9,23,75,99.5,85.4,4,1,0,0,0,0,0.6,0
PAI-00441,Railways,Karnataka,272.4,280.4,28,58,84.2,78.6,6,1,0,0,0,0,-0.9,0
PAI-00442,Railways,Rajasthan,227.9,240.1,39,19,39.8,41.8,9,0,0,0,1,0,0.2,0
PAI-00443,Roads,Gujarat,529.6,599.9,39,68,100.0,100.0,10,1,0,1,0,1,1.6,1
PAI-00444,Ports,Madhya Pradesh,73.8,74.6,63,48,81.5,78.4,15,0,1,0,0,0,-3.7,0
PAI-00445,Industrial Corridors,Kerala,99.0,100.8,34,36,93.6,76.1,9,2,0,0,0,0,1.6,1
PAI-00446,Ports,Jharkhand,701.6,783.5,43,38,80.8,70.0,10,2,1,0,0,0,8.4,0
PAI-00447,Industrial Corridors,Madhya Pradesh,245.0,255.6,43,34,76.2,79.1,14,0,0,1,0,0,3.3,0
PAI-00448,Ports,Odisha,212.7,237.2,42,78,93.1,85.4,12,3,0,1,0,0,16.3,1
PAI-00449,Power,Rajasthan,89.1,92.8,28,27,83.5,78.5,7,0,0,0,0,0,-5.2,0
PAI-00450,Roads,Haryana,223.6,253.8,47,24,52.0,63.3,12,4,0,1,0,1,13.1,1
PAI-00451,Industrial Corridors,Odisha,110.6,112.8,56,25,50.1,47.9,15,1,0,0,0,0,5.1,0
PAI-00452,Airports,Uttar Pradesh,243.6,268.8,31,59,100.0,96.9,8,3,0,0,0,0,7.6,1
PAI-00453,Water & Sanitation,Odisha,297.2,347.2,12,70,100.0,98.5,4,2,1,0,1,0,10.6,1
PAI-00454,Water & Sanitation,Rajasthan,91.1,92.5,45,76,99.7,95.3,15,0,0,0,0,0,-2.7,0
PAI-00455,Urban Transit,Gujarat,270.4,302.0,18,7,43.5,35.7,4,1,0,0,1,0,3.4,1
PAI-00456,Roads,Tamil Nadu,523.3,569.1,40,23,66.0,60.3,9,1,1,0,1,0,3.2,1
PAI-00457,Railways,Tamil Nadu,253.1,262.7,50,10,28.1,32.1,13,1,0,0,0,0,-1.5,0
PAI-00458,Roads,West Bengal,364.1,369.0,47,16,38.6,40.2,10,2,0,0,0,0,6.1,0
PAI-00459,Airports,Madhya Pradesh,116.6,118.1,52,71,100.0,100.0,13,0,1,0,0,0,1.1,0
PAI-00460,Railways,West Bengal,60.1,69.0,51,76,92.0,98.0,12,1,1,1,1,0,2.0,1
PAI-00461,Ports,Jharkhand,376.9,382.3,45,66,97.0,82.8,13,1,0,0,0,0,2.0,1
PAI-00462,Industrial Corridors,Tamil Nadu,446.5,499.1,30,78,100.0,100.0,6,1,1,0,0,0,11.6,1
PAI-00463,Railways,Madhya Pradesh,184.5,206.5,45,73,98.9,100.0,12,1,1,0,1,0,11.9,1
PAI-00464,Power,Bihar,166.5,174.1,12,55,91.5,82.4,4,0,1,0,0,0,3.8,1
PAI-00465,Roads,Kerala,434.3,446.1,36,7,11.3,10.4,11,1,0,1,0,0,-2.0,0
PAI-00466,Railways,Karnataka,560.6,565.0,50,82,100.0,100.0,13,2,0,0,0,0,1.6,1
PAI-00467,Ports,Kerala,495.8,556.9,16,79,90.0,81.7,6,0,1,0,0,1,-6.9,0
PAI-00468,Railways,Karnataka,175.6,176.6,18,15,77.4,81.3,7,0,0,0,0,0,-0.8,0
PAI-00469,Urban Transit,Maharashtra,562.1,573.2,55,11,5.7,3.0,11,2,0,0,0,0,4.5,1
PAI-00470,Water & Sanitation,Kerala,272.0,275.0,37,25,65.4,66.8,9,1,0,1,0,0,0.7,1
PAI-00471,Power,Jharkhand,191.5,224.9,36,69,92.5,89.3,11,2,1,0,0,1,14.0,1
PAI-00472,Urban Transit,Karnataka,84.0,86.6,56,45,92.8,80.9,13,2,0,0,0,0,11.2,0
PAI-00473,Roads,Maharashtra,107.2,119.9,43,47,86.6,78.3,10,1,1,0,1,0,3.4,1
PAI-00474,Airports,Telangana,303.8,319.1,23,47,100.0,88.3,8,1,0,0,0,0,4.4,1
PAI-00475,Power,Maharashtra,143.2,147.0,40,27,54.1,50.2,9,0,0,0,0,0,-1.0,0
PAI-00476,Ports,Madhya Pradesh,437.0,449.5,70,27,28.6,41.7,19,1,0,0,0,1,-0.2,0
PAI-00477,Railways,West Bengal,191.2,197.4,22,48,95.3,100.0,5,1,0,0,0,0,6.8,0
PAI-00478,Water & Sanitation,Rajasthan,37.5,38.8,54,16,24.4,16.6,12,0,0,0,0,0,-1.8,0
