project_id,sector,state,original_cost,revised_cost,planned_duration_months,project_age_months,physical_progress,financial_progress,milestones_total,milestones_delayed,land_acquisition_pending,clearance_pending,funding_issue,contractor_issue,previous_schedule_deviation,actual_delay_months,actual_outcome,primary_delay_cause
HIST-00777,Railways,Jharkhand,1404.9,1423.0,22,25,100.0,92.4,6,0,0,0,0,0,-1.6,1,1-month delay,No material delay
HIST-00778,Water & Sanitation,Maharashtra,356.8,377.7,52,22,56.4,59.5,14,2,1,0,0,0,7.9,0,Delivered within plan,Land acquisition
HIST-00779,Railways,Kerala,36.3,38.0,42,28,74.1,71.3,12,0,0,0,0,0,-4.5,1,1-month delay,No material delay
HIST-00780,Urban Transit,Odisha,450.2,515.0,31,67,88.9,83.0,8,2,1,0,0,0,7.8,1,1-month delay,Land acquisition
HIST-00781,Railways,Gujarat,207.8,210.3,12,29,82.3,81.3,4,0,0,0,0,0,-1.7,0,Delivered within plan,No material delay
HIST-00782,Industrial Corridors,Gujarat,154.0,166.7,27,76,93.0,100.0,6,0,1,1,0,0,0.2,4,4-month delay,Land acquisition
HIST-00783,Urban Transit,Uttar Pradesh,508.4,542.2,30,60,99.1,100.0,7,0,1,0,1,0,1.7,0,Delivered within plan,Land acquisition
HIST-00784,Urban Transit,Telangana,63.6,72.1,68,20,43.0,36.7,20,2,0,1,0,1,7.2,4,4-month delay,Milestone slippage
HIST-00785,Roads,Tamil Nadu,42.1,48.8,13,42,100.0,76.1,6,1,0,0,1,0,5.1,2,2-month delay,Funding release
HIST-00786,Railways,Rajasthan,95.5,99.8,43,16,50.2,54.1,12,1,1,0,0,0,-0.9,0,Delivered within plan,Land acquisition
HIST-00787,Railways,Telangana,209.6,231.4,21,60,100.0,100.0,5,0,0,0,1,1,7.4,2,2-month delay,Funding release
HIST-00788,Industrial Corridors,Telangana,162.2,168.5,39,58,97.1,100.0,11,2,0,0,0,0,10.1,0,Delivered within plan,Milestone slippage
HIST-00789,Urban Transit,Jharkhand,228.1,232.1,48,28,67.9,59.1,13,0,0,0,0,0,-2.3,0,Delivered within plan,No material delay
HIST-00790,Railways,Madhya Pradesh,368.8,414.3,43,76,99.1,100.0,7,1,0,1,0,1,-0.6,4,4-month delay,Pending clearance
HIST-00791,Railways,Uttar Pradesh,235.7,241.5,58,10,15.1,13.4,12,0,0,0,0,0,-2.6,1,1-month delay,No material delay
HIST-00792,Roads,Haryana,281.2,285.9,18,46,81.6,79.7,7,0,0,0,0,0,0.7,0,Delivered within plan,No material delay
HIST-00793,Urban Transit,Bihar,211.5,235.5,75,81,98.7,100.0,18,3,1,0,0,0,9.4,0,Delivered within plan,Land acquisition
HIST-00794,Roads,Odisha,494.7,530.9,42,62,100.0,100.0,11,2,0,1,0,0,5.2,0,Delivered within plan,Milestone slippage
HIST-00795,Airports,Uttar Pradesh,111.0,119.8,52,44,80.9,96.7,17,0,1,1,0,0,0.4,7,7-month delay,Land acquisition
HIST-00796,Railways,Madhya Pradesh,146.7,148.6,36,62,100.0,92.5,7,2,0,0,0,0,1.6,0,Delivered within plan,Milestone slippage
HIST-00797,Railways,Andhra Pradesh,296.4,309.8,36,50,99.3,100.0,5,0,0,1,0,0,-1.3,2,2-month delay,Pending clearance
HIST-00798,Water & Sanitation,Uttar Pradesh,418.6,429.1,63,72,100.0,100.0,16,0,0,0,0,0,1.1,0,Delivered within plan,No material delay
HIST-00799,Industrial Corridors,Uttar Pradesh,1447.9,1652.2,20,26,95.5,76.1,4,3,1,0,0,0,5.6,0,Delivered within plan,Land acquisition
HIST-00800,Power,Rajasthan,138.2,141.8,35,13,24.3,23.6,9,2,0,0,0,0,3.2,6,6-month delay,Milestone slippage
HIST-00801,Urban Transit,Jharkhand,560.1,573.6,40,29,72.7,81.7,9,0,0,0,0,0,-6.5,1,1-month delay,No material delay
HIST-00802,Railways,Odisha,635.4,697.6,46,43,100.0,100.0,12,2,0,0,0,1,7.4,1,1-month delay,Milestone slippage
HIST-00803,Industrial Corridors,Bihar,84.6,95.1,49,17,30.9,25.9,11,2,1,1,0,0,6.0,9,9-month delay,Land acquisition
HIST-00804,Railways,Karnataka,215.2,244.4,41,80,100.0,94.9,8,1,1,0,1,0,2.2,5,5-month delay,Land acquisition
HIST-00805,Industrial Corridors,Karnataka,58.2,64.1,17,6,28.1,23.9,7,3,1,0,0,0,4.0,0,Delivered within plan,Land acquisition
HIST-00806,Urban Transit,Karnataka,1614.8,1631.7,33,22,63.8,59.0,7,0,0,0,0,0,0.6,1,1-month delay,No material delay
HIST-00807,Power,Madhya Pradesh,697.4,711.1,65,57,87.5,95.5,17,0,0,1,0,0,6.2,0,Delivered within plan,Pending clearance
HIST-00808,Urban Transit,Jharkhand,112.0,115.3,46,9,7.6,6.1,11,2,0,0,1,0,3.7,1,1-month delay,Milestone slippage
HIST-00809,Roads,Kerala,233.5,253.1,48,14,30.2,33.2,8,2,0,0,0,1,0.1,0,Delivered within plan,Milestone slippage
HIST-00810,Power,West Bengal,54.6,56.1,42,66,92.4,92.4,6,1,0,0,0,0,5.9,0,Delivered within plan,No material delay
HIST-00811,Railways,Rajasthan,977.1,1006.1,44,9,22.5,27.5,11,1,1,0,0,0,5.3,0,Delivered within plan,Land acquisition
HIST-00812,Power,Rajasthan,206.5,209.1,54,28,49.0,42.6,15,1,0,1,0,0,1.9,0,Delivered within plan,Pending clearance
HIST-00813,Urban Transit,Telangana,671.1,699.0,41,67,100.0,90.9,7,0,0,0,0,0,4.3,1,1-month delay,No material delay
HIST-00814,Water & Sanitation,Telangana,147.4,169.0,93,71,74.7,62.2,26,0,1,0,1,0,-2.6,5,5-month delay,Land acquisition
HIST-00815,Airports,Uttar Pradesh,92.1,94.8,46,29,64.2,54.3,13,0,0,0,0,0,-0.2,1,1-month delay,No material delay
HIST-00816,Roads,Haryana,536.9,560.6,38,41,96.9,100.0,14,0,1,0,0,0,5.4,9,9-month delay,Land acquisition
HIST-00817,Industrial Corridors,Bihar,692.0,754.4,13,13,94.1,100.0,8,1,0,1,0,1,-4.4,1,1-month delay,Pending clearance
HIST-00818,Water & Sanitation,West Bengal,703.7,784.5,35,63,100.0,100.0,11,1,1,1,0,0,0.5,7,7-month delay,Land acquisition
HIST-00819,Water & Sanitation,West Bengal,284.5,295.6,43,40,91.0,88.9,11,2,0,0,0,0,3.7,0,Delivered within plan,Milestone slippage
HIST-00820,Water & Sanitation,Bihar,111.6,123.8,45,56,95.5,100.0,11,2,1,0,0,0,8.9,10,10-month delay,Land acquisition
HIST-00821,Industrial Corridors,Bihar,290.0,295.0,12,10,81.8,83.8,4,0,0,1,0,0,4.9,0,Delivered within plan,Pending clearance
HIST-00822,Water & Sanitation,Gujarat,280.9,336.0,56,11,15.3,21.2,17,3,0,0,1,1,12.6,2,2-month delay,Milestone slippage
HIST-00823,Industrial Corridors,Maharashtra,840.0,871.5,62,24,34.6,21.6,14,0,0,1,0,0,1.4,0,Delivered within plan,Pending clearance
HIST-00824,Railways,Haryana,50.0,51.0,38,47,96.6,94.5,12,0,0,0,0,1,-8.5,0,Delivered within plan,No material delay
HIST-00825,Industrial Corridors,Maharashtra,241.1,250.6,45,75,100.0,95.5,13,1,1,0,0,0,5.3,0,Delivered within plan,Land acquisition
HIST-00826,Urban Transit,Uttar Pradesh,1525.8,1638.0,45,36,62.0,57.6,12,1,0,1,0,1,-3.0,0,Delivered within plan,Pending clearance
HIST-00827,Water & Sanitation,Haryana,360.2,360.2,39,36,95.8,90.1,10,1,0,0,0,0,4.3,3,3-month delay,No material delay
HIST-00828,Roads,Odisha,321.3,331.1,52,15,16.1,19.0,12,2,1,0,0,0,-0.4,10,10-month delay,Land acquisition
HIST-00829,Industrial Corridors,Telangana,175.2,190.1,52,41,99.3,100.0,13,3,1,0,0,0,6.0,0,Delivered within plan,Land acquisition
HIST-00830,Urban Transit,Karnataka,141.5,143.6,12,62,100.0,100.0,4,1,0,0,0,0,8.5,0,Delivered within plan,No material delay
HIST-00831,Power,Jharkhand,83.6,89.3,53,13,33.8,36.4,10,1,1,0,0,0,-6.8,0,Delivered within plan,Land acquisition
HIST-00832,Power,Andhra Pradesh,236.6,247.6,31,73,97.9,100.0,6,0,1,0,0,0,1.5,0,Delivered within plan,Land acquisition
HIST-00833,Power,Odisha,1039.4,1084.7,43,56,93.9,83.7,15,1,0,0,0,0,5.6,1,1-month delay,No material delay
HIST-00834,Urban Transit,Odisha,4319.6,4379.9,31,65,99.8,100.0,8,1,0,0,0,0,6.1,0,Delivered within plan,No material delay
HIST-00835,Water & Sanitation,Andhra Pradesh,90.8,90.8,22,16,58.0,72.2,5,0,0,0,0,0,-4.1,0,Delivered within plan,No material delay
HIST-00836,Roads,Andhra Pradesh,112.3,122.1,75,10,12.9,13.0,18,2,0,1,0,1,8.1,5,5-month delay,Milestone slippage
HIST-00837,Roads,Andhra Pradesh,67.6,68.5,47,68,99.3,97.2,9,0,0,0,0,0,-1.7,0,Delivered within plan,No material delay
HIST-00838,Power,Madhya Pradesh,285.3,291.7,54,79,100.0,100.0,17,1,0,0,0,0,3.5,4,4-month delay,No material delay
HIST-00839,Urban Transit,Bihar,144.1,148.9,33,16,39.2,42.8,8,0,0,0,0,0,7.6,1,1-month delay,No material delay
HIST-00840,Urban Transit,Rajasthan,392.6,401.7,60,82,96.2,100.0,16,1,1,0,0,0,7.5,2,2-month delay,Land acquisition
HIST-00841,Railways,Karnataka,551.7,577.1,64,54,85.1,89.5,16,0,1,0,0,0,-0.9,4,4-month delay,Land acquisition
HIST-00842,Urban Transit,Uttar Pradesh,361.0,364.9,55,70,90.6,94.3,13,0,0,0,0,0,-0.6,0,Delivered within plan,No material delay
HIST-00843,Power,Telangana,309.5,324.3,33,78,91.8,91.8,9,1,0,0,1,0,2.5,0,Delivered within plan,Funding release
HIST-00844,Industrial Corridors,Rajasthan,71.1,72.2,51,33,73.1,70.9,15,0,0,0,0,0,-3.0,0,Delivered within plan,No material delay
HIST-00845,Urban Transit,Tamil Nadu,195.1,199.5,18,60,100.0,92.7,4,1,0,0,0,0,0.2,0,Delivered within plan,No material delay
HIST-00846,Roads,Andhra Pradesh,501.6,517.0,57,62,89.9,94.7,15,0,0,0,0,1,3.0,4,4-month delay,No material delay
HIST-00847,Urban Transit,Haryana,196.9,198.1,22,10,55.5,56.4,8,1,1,0,0,0,-1.9,1,1-month delay,Land acquisition
HIST-00848,Railways,Andhra Pradesh,163.0,190.6,51,66,94.4,74.2,15,0,1,1,1,0,-6.0,5,5-month delay,Land acquisition
HIST-00849,Roads,Odisha,43.5,43.8,61,56,82.3,89.2,17,1,0,1,0,0,1.7,0,Delivered within plan,Pending clearance
HIST-00850,Railways,Tamil Nadu,165.2,169.6,63,9,13.0,28.5,20,0,1,0,0,0,-4.8,0,Delivered within plan,Land acquisition
HIST-00851,Railways,Odisha,185.0,220.8,14,55,94.1,87.2,4,3,1,0,1,0,4.9,6,6-month delay,Land acquisition
HIST-00852,Industrial Corridors,Maharashtra,556.5,596.4,53,52,100.0,100.0,16,0,1,1,0,0,3.8,2,2-month delay,Land acquisition
HIST-00853,Railways,Madhya Pradesh,319.3,343.9,64,76,100.0,100.0,17,1,1,1,0,0,1.4,0,Delivered within plan,Land acquisition
HIST-00854,Power,Odisha,1233.9,1330.0,36,14,40.2,35.2,7,0,0,0,1,1,-1.6,0,Delivered within plan,Funding release
HIST-00855,Urban Transit,Bihar,311.6,347.1,61,49,75.9,71.8,14,1,1,0,1,0,1.1,8,8-month delay,Land acquisition
HIST-00856,Ports,West Bengal,96.4,99.2,33,83,100.0,100.0,10,0,1,0,0,0,-0.5,5,5-month delay,Land acquisition
HIST-00857,Power,Rajasthan,229.5,243.6,23,23,100.0,100.0,6,0,0,0,0,1,7.2,0,Delivered within plan,No material delay
HIST-00858,Water & Sanitation,Bihar,228.0,252.8,73,64,80.7,76.5,16,1,1,1,0,0,7.3,7,7-month delay,Land acquisition
HIST-00859,Roads,Gujarat,290.5,297.0,43,31,89.8,100.0,9,2,0,0,0,0,-2.2,1,1-month delay,Milestone slippage
HIST-00860,Roads,Tamil Nadu,74.0,79.1,39,29,78.1,78.8,13,2,0,0,0,1,6.0,0,Delivered within plan,Milestone slippage
HIST-00861,Water & Sanitation,Odisha,66.8,68.7,55,7,14.2,16.1,13,1,0,0,0,0,-0.1,0,Delivered within plan,No material delay
HIST-00862,Water & Sanitation,Andhra Pradesh,136.2,161.0,49,83,81.8,89.2,10,1,1,1,1,0,10.6,1,1-month delay,Land acquisition
HIST-00863,Airports,Tamil Nadu,479.8,486.2,63,79,82.3,79.5,17,0,0,0,0,0,3.7,0,Delivered within plan,No material delay
HIST-00864,Ports,Haryana,75.4,76.0,26,63,89.1,85.0,9,0,0,0,0,0,-0.2,1,1-month delay,No material delay
HIST-00865,Water & Sanitation,Madhya Pradesh,573.9,605.2,83,66,87.9,87.0,21,2,1,0,0,0,1.2,11,11-month delay,Land acquisition
HIST-00866,Ports,Uttar Pradesh,255.0,265.4,53,52,82.1,92.5,12,1,0,0,0,1,3.3,1,1-month delay,No material delay
HIST-00867,Urban Transit,Rajasthan,668.9,691.8,48,79,97.3,92.8,11,1,0,0,0,0,6.4,0,Delivered within plan,No material delay
HIST-00868,Railways,Rajasthan,56.1,61.8,63,22,56.5,50.7,19,2,0,1,0,0,11.9,0,Delivered within plan,Milestone slippage
HIST-00869,Railways,Kerala,144.8,157.7,12,37,100.0,100.0,4,1,1,0,0,1,-2.6,0,Delivered within plan,Land acquisition
HIST-00870,Ports,Kerala,354.9,367.9,25,29,100.0,100.0,4,1,0,1,0,0,-1.5,4,4-month delay,Pending clearance
HIST-00871,Urban Transit,Maharashtra,193.5,200.1,54,22,39.6,24.7,14,0,0,0,0,0,1.0,1,1-month delay,No material delay
HIST-00872,Ports,Madhya Pradesh,39.0,41.0,34,55,100.0,97.1,9,1,1,0,0,0,1.4,1,1-month delay,Land acquisition
HIST-00873,Roads,Telangana,146.5,147.8,49,60,100.0,100.0,11,1,0,0,0,0,6.6,0,Delivered within plan,No material delay
HIST-00874,Urban Transit,Gujarat,175.7,207.6,75,35,60.4,46.3,21,3,1,0,1,0,9.6,11,11-month delay,Land acquisition
HIST-00875,Airports,Haryana,275.3,281.9,39,23,72.1,83.0,11,0,0,0,0,0,-7.1,1,1-month delay,No material delay
HIST-00876,Urban Transit,Kerala,482.4,539.2,51,44,76.4,73.5,11,2,1,0,0,1,5.6,10,10-month delay,Land acquisition
HIST-00877,Railways,Rajasthan,95.3,105.5,37,65,100.0,99.3,9,4,1,0,0,0,12.7,11,11-month delay,Land acquisition
HIST-00878,Industrial Corridors,Haryana,300.0,347.5,14,79,100.0,78.4,5,1,0,0,1,1,1.9,4,4-month delay,Funding release
HIST-00879,Power,Andhra Pradesh,287.9,294.5,48,61,100.0,100.0,16,1,0,0,0,0,5.0,2,2-month delay,No material delay
HIST-00880,Railways,Karnataka,539.2,590.8,47,46,94.1,81.8,10,0,1,0,1,0,-6.2,0,Delivered within plan,Land acquisition
HIST-00881,Railways,Jharkhand,325.2,340.1,12,6,50.1,50.3,4,0,1,1,0,0,-1.3,6,6-month delay,Land acquisition
HIST-00882,Urban Transit,Odisha,359.0,367.2,63,22,36.3,45.1,21,0,0,0,0,0,1.0,0,Delivered within plan,No material delay
HIST-00883,Water & Sanitation,Jharkhand,213.2,224.1,52,14,30.2,36.6,14,1,0,0,0,0,5.8,3,3-month delay,No material delay
HIST-00884,Power,Kerala,375.5,382.1,48,71,90.3,96.0,13,2,0,0,0,0,5.6,7,7-month delay,Milestone slippage
HIST-00885,Urban Transit,Jharkhand,267.4,287.8,48,84,98.3,100.0,16,0,1,1,0,0,-2.4,5,5-month delay,Land acquisition
HIST-00886,Airports,Bihar,458.1,511.5,16,24,99.2,100.0,4,3,0,0,1,0,8.0,6,6-month delay,Milestone slippage
HIST-00887,Power,Kerala,2746.7,2870.7,54,10,28.6,20.6,10,2,0,0,0,0,7.7,0,Delivered within plan,Milestone slippage
HIST-00888,Railways,Jharkhand,425.4,464.7,36,17,48.9,53.5,8,2,1,0,0,0,5.9,0,Delivered within plan,Land acquisition
HIST-00889,Urban Transit,Andhra Pradesh,207.8,215.8,65,30,41.9,53.4,16,2,0,0,0,0,-4.9,5,5-month delay,Milestone slippage
HIST-00890,Urban Transit,Jharkhand,529.4,549.2,25,53,100.0,100.0,4,0,0,0,0,0,-1.6,0,Delivered within plan,No material delay
HIST-00891,Industrial Corridors,Haryana,522.2,542.2,55,15,28.8,54.5,17,0,1,0,0,0,-0.2,6,6-month delay,Land acquisition
HIST-00892,Urban Transit,Haryana,659.4,732.5,57,52,100.0,100.0,16,3,0,1,0,0,7.8,4,4-month delay,Milestone slippage
HIST-00893,Water & Sanitation,Karnataka,347.0,357.9,51,40,77.6,73.8,13,1,0,0,0,0,5.0,0,Delivered within plan,No material delay
HIST-00894,Water & Sanitation,Odisha,248.3,269.5,72,77,92.7,97.7,19,1,1,1,0,0,3.6,0,Delivered within plan,Land acquisition
HIST-00895,Railways,Madhya Pradesh,551.4,572.3,51,41,90.9,97.7,14,1,1,0,0,0,-0.3,1,1-month delay,Land acquisition
HIST-00896,Industrial Corridors,Madhya Pradesh,321.2,329.8,38,27,71.2,79.7,11,1,0,1,0,0,1.3,5,5-month delay,Pending clearance
HIST-00897,Industrial Corridors,Maharashtra,82.2,86.3,44,39,96.1,100.0,12,2,0,0,0,0,5.4,0,Delivered within plan,Milestone slippage
HIST-00898,Airports,Tamil Nadu,266.4,281.3,23,52,96.9,100.0,5,0,0,0,0,0,2.9,0,Delivered within plan,No material delay
HIST-00899,Ports,Karnataka,979.3,1000.8,71,14,17.8,16.6,17,1,0,0,0,0,9.5,0,Delivered within plan,No material delay
HIST-00900,Ports,Gujarat,82.7,89.8,46,6,9.2,0.0,10,1,1,1,0,0,-1.4,7,7-month delay,Land acquisition
HIST-00901,Roads,Bihar,225.4,231.4,20,57,99.5,100.0,5,1,0,0,0,0,5.3,0,Delivered within plan,No material delay
HIST-00902,Ports,Andhra Pradesh,272.7,277.8,46,33,73.5,63.6,12,0,0,0,0,0,-5.1,0,Delivered within plan,No material delay
HIST-00903,Roads,Tamil Nadu,382.4,402.7,30,58,100.0,100.0,8,1,1,0,0,0,0.4,8,8-month delay,Land acquisition
HIST-00904,Power,Kerala,71.5,81.6,75,61,85.0,85.4,15,3,1,0,0,1,6.6,11,11-month delay,Land acquisition
HIST-00905,Power,Uttar Pradesh,326.4,327.4,42,59,83.4,80.5,10,0,0,0,0,0,-2.0,0,Delivered within plan,No material delay
HIST-00906,Water & Sanitation,Madhya Pradesh,245.0,281.2,44,72,80.9,77.3,10,1,0,0,1,1,16.1,1,1-month delay,Funding release
HIST-00907,Roads,Tamil Nadu,419.6,462.4,55,9,16.0,8.9,14,2,1,0,0,0,5.6,0,Delivered within plan,Land acquisition
HIST-00908,Power,Madhya Pradesh,220.6,236.6,38,44,83.9,86.7,10,0,0,0,1,0,-4.9,0,Delivered within plan,Funding release
HIST-00909,Water & Sanitation,Maharashtra,168.3,169.4,46,15,28.1,26.5,14,1,0,0,0,0,3.3,0,Delivered within plan,No material delay
HIST-00910,Water & Sanitation,Karnataka,1160.7,1274.9,26,53,98.9,98.3,5,4,0,0,0,1,7.0,9,9-month delay,Milestone slippage
HIST-00911,Power,West Bengal,74.3,77.7,43,12,27.1,28.8,11,1,0,1,0,0,-2.9,0,Delivered within plan,Pending clearance
HIST-00912,Urban Transit,Uttar Pradesh,218.3,223.5,35,70,98.5,100.0,8,0,0,0,0,0,6.4,0,Delivered within plan,No material delay
HIST-00913,Urban Transit,Madhya Pradesh,68.6,80.7,18,21,96.4,100.0,4,3,0,0,1,1,14.3,4,4-month delay,Milestone slippage
HIST-00914,Ports,West Bengal,1249.2,1271.9,34,33,100.0,100.0,10,1,0,0,0,0,3.6,1,1-month delay,No material delay
HIST-00915,Urban Transit,Haryana,115.5,117.6,67,9,25.5,20.2,20,1,0,0,0,0,-1.2,0,Delivered within plan,No material delay
HIST-00916,Urban Transit,Uttar Pradesh,220.4,238.2,42,75,92.0,98.0,14,1,1,0,0,0,0.8,0,Delivered within plan,Land acquisition
HIST-00917,Airports,Odisha,117.0,129.6,40,76,89.9,95.6,12,2,0,0,1,1,-4.1,1,1-month delay,Milestone slippage
HIST-00918,Roads,Gujarat,634.4,673.5,31,68,95.5,100.0,6,0,0,1,0,1,-1.2,3,3-month delay,Pending clearance
HIST-00919,Railways,Telangana,237.4,255.0,31,7,19.6,24.6,10,1,1,0,0,1,0.8,7,7-month delay,Land acquisition
HIST-00920,Railways,Tamil Nadu,250.6,259.6,21,24,100.0,87.1,4,0,0,0,1,0,-0.1,1,1-month delay,Funding release
HIST-00921,Roads,Telangana,180.0,190.7,32,70,100.0,86.3,5,0,0,1,1,0,5.7,1,1-month delay,Funding release
HIST-00922,Water & Sanitation,Bihar,399.0,411.2,16,25,100.0,100.0,4,2,0,0,0,0,7.9,0,Delivered within plan,Milestone slippage
HIST-00923,Railways,Uttar Pradesh,200.6,216.1,72,51,81.2,94.5,17,0,1,0,0,0,1.0,1,1-month delay,Land acquisition
HIST-00924,Roads,Tamil Nadu,1359.7,1371.0,67,31,51.9,56.8,17,1,0,0,0,0,5.3,1,1-month delay,No material delay
HIST-00925,Power,Andhra Pradesh,297.0,312.6,60,29,43.0,26.3,16,2,0,0,0,0,6.4,0,Delivered within plan,Milestone slippage
HIST-00926,Industrial Corridors,Maharashtra,303.0,317.7,25,21,78.0,80.2,6,1,0,0,0,0,6.4,0,Delivered within plan,No material delay
HIST-00927,Urban Transit,Maharashtra,138.2,138.2,36,55,97.3,94.8,10,0,0,0,0,0,0.1,0,Delivered within plan,No material delay
HIST-00928,Airports,Telangana,740.2,754.9,47,12,27.0,26.6,13,1,0,0,0,0,0.1,0,Delivered within plan,No material delay
HIST-00929,Water & Sanitation,Odisha,782.4,836.1,43,71,83.3,77.2,16,2,0,0,0,1,2.3,0,Delivered within plan,Milestone slippage
HIST-00930,Power,Madhya Pradesh,349.6,369.4,49,75,96.3,94.3,12,1,0,0,0,0,6.7,0,Delivered within plan,No material delay
HIST-00931,Water & Sanitation,Madhya Pradesh,438.0,439.1,31,27,81.7,87.0,8,1,1,1,0,0,2.4,9,9-month delay,Land acquisition
HIST-00932,Urban Transit,Rajasthan,167.6,173.2,29,67,100.0,100.0,7,1,0,1,0,0,5.9,1,1-month delay,Pending clearance
HIST-00933,Water & Sanitation,Andhra Pradesh,645.3,645.3,41,61,99.1,100.0,7,1,0,1,0,0,4.9,0,Delivered within plan,Pending clearance
HIST-00934,Industrial Corridors,Kerala,265.6,272.5,59,54,90.2,84.1,15,0,0,0,0,0,8.6,0,Delivered within plan,No material delay
HIST-00935,Roads,Kerala,232.9,240.9,54,28,59.7,55.8,13,0,0,0,0,0,9.3,1,1-month delay,No material delay
HIST-00936,Water & Sanitation,Uttar Pradesh,336.7,373.1,39,63,100.0,100.0,8,1,1,0,0,0,8.8,8,8-month delay,Land acquisition
HIST-00937,Roads,Karnataka,295.4,307.6,64,57,90.4,100.0,18,0,0,1,0,0,1.0,2,2-month delay,Pending clearance
HIST-00938,Urban Transit,Haryana,1638.7,1719.7,28,13,48.4,51.0,10,1,0,0,0,0,0.4,0,Delivered within plan,No material delay
HIST-00939,Power,Kerala,404.2,416.8,29,82,85.8,87.6,12,0,0,0,0,0,-1.9,0,Delivered within plan,No material delay
HIST-00940,Power,Maharashtra,130.5,132.8,44,14,33.9,34.3,12,2,0,0,0,0,0.6,0,Delivered within plan,Milestone slippage
HIST-00941,Urban Transit,Maharashtra,132.9,156.7,45,61,100.0,100.0,11,3,1,1,0,1,13.2,10,10-month delay,Land acquisition
HIST-00942,Roads,Tamil Nadu,424.0,453.1,51,77,92.0,94.7,16,0,1,0,0,0,-5.9,0,Delivered within plan,Land acquisition
HIST-00943,Railways,Telangana,567.0,641.3,77,6,6.9,3.5,20,0,1,1,0,1,-5.0,8,8-month delay,Land acquisition
HIST-00944,Power,Uttar Pradesh,641.3,656.6,66,59,87.9,80.4,18,1,1,0,0,0,10.3,10,10-month delay,Land acquisition
HIST-00945,Power,Uttar Pradesh,571.2,589.5,16,74,100.0,91.0,6,1,0,0,0,0,-3.6,0,Delivered within plan,No material delay
HIST-00946,Roads,West Bengal,1674.9,1713.0,28,27,98.0,100.0,7,1,0,0,0,0,1.7,0,Delivered within plan,No material delay
HIST-00947,Railways,Andhra Pradesh,810.0,823.2,41,15,35.2,26.4,8,0,0,0,0,0,-0.9,2,2-month delay,No material delay
HIST-00948,Power,Andhra Pradesh,174.6,188.8,33,30,95.3,100.0,8,1,1,0,0,0,4.2,6,6-month delay,Land acquisition
HIST-00949,Roads,Andhra Pradesh,141.2,146.4,46,74,100.0,100.0,11,1,0,0,0,1,9.6,1,1-month delay,No material delay
HIST-00950,Industrial Corridors,Tamil Nadu,444.9,454.2,48,22,41.8,27.3,11,1,0,0,0,0,5.6,0,Delivered within plan,No material delay
HIST-00951,Airports,Uttar Pradesh,165.9,171.9,61,80,100.0,100.0,15,0,1,0,0,0,-5.2,0,Delivered within plan,Land acquisition
HIST-00952,Power,West Bengal,218.8,229.4,20,37,100.0,100.0,4,1,1,0,0,0,-0.8,0,Delivered within plan,Land acquisition
HIST-00953,Roads,Bihar,594.8,689.1,41,21,60.0,59.0,13,3,1,0,0,0,10.7,10,10-month delay,Land acquisition
HIST-00954,Roads,Maharashtra,469.1,499.0,12,14,100.0,99.2,4,0,0,1,0,1,0.0,0,Delivered within plan,Pending clearance
HIST-00955,Roads,West Bengal,429.9,435.4,12,27,96.4,100.0,5,1,0,1,0,0,-0.8,2,2-month delay,Pending clearance
HIST-00956,Industrial Corridors,West Bengal,864.5,978.9,31,84,83.6,93.1,4,0,1,0,1,0,-3.0,4,4-month delay,Land acquisition
HIST-00957,Industrial Corridors,Karnataka,79.1,80.8,41,72,90.1,83.1,6,1,0,0,0,0,1.9,5,5-month delay,No material delay
HIST-00958,Water & Sanitation,Rajasthan,2491.3,2517.0,35,22,62.0,53.3,8,0,0,0,0,0,-6.9,0,Delivered within plan,No material delay
HIST-00959,Water & Sanitation,Haryana,294.6,301.4,16,32,100.0,100.0,4,2,0,0,0,1,-2.0,0,Delivered within plan,Milestone slippage
HIST-00960,Roads,Rajasthan,135.0,135.0,65,12,31.4,36.9,17,2,0,0,0,0,4.8,1,1-month delay,Milestone slippage
HIST-00961,Airports,Tamil Nadu,2301.1,2496.1,33,48,100.0,76.0,10,0,0,0,1,0,-0.5,0,Delivered within plan,Funding release
HIST-00962,Power,Jharkhand,383.5,393.2,25,10,27.0,28.9,9,0,1,0,0,0,0.1,0,Delivered within plan,Land acquisition
HIST-00963,Roads,Bihar,224.0,235.3,30,26,98.8,100.0,7,0,1,0,0,0,2.6,8,8-month delay,Land acquisition
HIST-00964,Railways,West Bengal,277.3,294.3,73,84,91.5,100.0,19,1,1,0,0,0,6.7,0,Delivered within plan,Land acquisition
HIST-00965,Industrial Corridors,Gujarat,144.9,149.3,58,12,16.7,36.6,15,1,0,0,0,0,13.1,0,Delivered within plan,No material delay
HIST-00966,Urban Transit,Madhya Pradesh,185.3,192.0,13,80,100.0,100.0,4,1,0,1,0,0,6.3,5,5-month delay,Pending clearance
HIST-00967,Railways,Kerala,71.2,81.1,42,62,97.2,100.0,12,1,1,1,0,0,6.4,0,Delivered within plan,Land acquisition
HIST-00968,Urban Transit,Haryana,433.0,441.1,44,25,56.2,44.5,11,0,0,0,0,0,3.5,2,2-month delay,No material delay
HIST-00969,Roads,Maharashtra,68.4,70.7,37,38,87.5,90.7,9,0,0,1,0,0,-1.0,0,Delivered within plan,Pending clearance
